iter	RMSE
203	5216.577007
204	5215.842546
205	5213.15758
206	5212.358721
207	5205.115884
208	5203.524161
209	5197.95462
210	5196.468835
211	5193.902795
212	5192.03139
213	5187.350542
214	5184.794215
215	5179.169033
216	5177.653165
217	5175.268786
218	5173.988438
219	5171.830905
220	5169.61859
221	5168.421795
222	5167.79692
223	5164.149562
224	5159.396598
225	5157.373717
226	5156.464637
227	5156.02135
228	5154.72461
229	5152.55036
230	5149.858168
231	5149.440203
232	5146.233223
233	5145.003427
234	5141.0192
235	5137.354667
236	5134.420493
237	5132.322869
238	5131.186723
239	5128.504207
240	5127.362716
241	5123.604731
242	5122.462194
243	5120.009343
244	5117.981924
245	5114.234274
246	5111.590397
247	5110.186406
248	5109.216073
249	5108.152014
250	5106.076256
251	5101.649614
252	5101.37672
253	5100.486511
254	5100.181334
255	5095.139593
256	5094.762563
257	5094.123592
258	5090.822667
259	5060.161783
260	5057.010096
261	5054.585983
262	5053.305425
263	5052.680694
264	5050.467714
265	5049.865062
266	5048.802515
267	5046.773822
268	5045.618368
269	5040.447626
270	5039.24837
271	5037.783706
272	5035.582211
273	5035.116503
274	5034.157334
275	5030.864844
276	5027.960761
277	5025.961467
278	5025.506238
279	5024.549099
280	5024.152083
281	5021.513422
282	5020.112226
283	5017.473033
284	5014.434641
285	5013.734837
286	5009.806711
287	5009.652932
288	5008.784553
289	4997.816021
290	4996.928451
291	4996.06916
292	4993.019697
293	4992.221702
294	4991.494369
295	4988.399349
296	4986.251697
297	4982.289592
298	4981.620504
299	4973.151263
300	4969.38709
301	4961.410782
302	4955.691224
303	4949.991199
304	4942.727025
305	4934.690298
306	4928.275172
307	4921.228004
308	4914.689792
309	4908.574054
310	4905.856365
311	4905.283925
312	4904.754808
313	4902.233284
314	4896.578613
315	4876.659711
316	4871.343212
317	4866.441064
318	4857.017318
319	4842.84397
320	4842.33703
321	4837.791442
322	4837.314948
323	4835.934824
324	4835.512792
325	4832.214184
326	4813.985757
327	4813.405564
328	4811.772011
329	4810.88141
330	4809.679753
331	4806.738211
332	4805.627062
333	4788.564636
334	4784.044537
335	4780.308537
336	4779.920519
337	4775.71359
338	4773.364183
339	4772.82012
340	4770.633078
341	4754.618599
342	4754.276484
343	4750.24726
344	4735.260438
345	4731.163218
346	4728.76222
347	4718.529773
348	4717.528179
349	4716.503036
350	4712.66033
351	4710.475625
352	4707.638565
353	4688.074025
354	4687.521563
355	4672.924631
356	4662.73754
357	4660.977946
358	4658.949396
359	4646.277027
360	4645.26053
361	4643.14531
362	4640.53752
363	4639.514311
364	4639.159333
365	4637.81882
366	4636.056389
367	4625.10281
368	4622.607046
369	4615.33368
370	4606.709374
371	4606.296493
372	4604.914225
373	4586.917251
374	4571.365631
375	4554.511903
376	4530.598002
377	4529.883153
378	4528.552232
379	4527.881855
380	4527.035517
381	4517.249018
382	4516.059801
383	4515.832141
384	4515.205063
385	4512.756073
386	4512.544915
387	4511.858827
388	4511.220116
389	4510.625143
390	4509.633228
391	4494.128317
392	4493.071452
393	4478.360906
394	4464.409592
395	4457.962269
396	4444.711778
397	4435.158653
398	4426.030702
399	4418.425793
400	4416.58292
401	4403.923372
402	4400.772358
403	4388.761841
404	4388.136795
405	4385.022902
406	4381.151839
407	4380.576803
408	4377.784162
409	4374.67469
410	4373.434457
411	4372.915368
412	4370.749493
413	4370.274452
414	4369.832046
415	4368.957332
416	4357.624695
417	4352.785662
418	4351.28064
419	4349.101261
420	4348.723015
421	4348.342301
422	4344.065425
423	4330.996822
424	4329.28779
425	4329.280018
426	4327.025348
427	4324.868076
428	4323.749721
429	4313.185185
430	4313.113266
431	4311.299738
432	4307.759154
433	4307.456072
434	4305.808889
435	4302.734651
436	4300.37712
437	4300.331345
438	4297.489848
439	4297.219334
440	4296.432477
441	4294.29848
442	4294.064595
443	4291.379199
444	4289.304044
445	4286.421885
446	4286.098078
447	4281.20028
448	4278.769058
449	4274.255771
450	4257.953931
451	4254.942325
452	4253.800887
453	4250.667611
454	4250.12264
455	4249.24617
456	4245.034944
457	4235.837544
458	4231.3963
459	4231.175762
460	4230.200405
461	4227.117525
462	4224.244507
463	4222.090292
464	4219.532021
465	4217.515378
466	4214.178356
467	4207.875567
468	4205.269258
469	4201.643547
470	4198.301824
471	4197.802456
472	4197.386494
473	4196.856518
474	4195.02657
475	4191.982184
476	4190.379611
477	4183.417527
478	4182.942152
479	4180.202252
480	4177.677504
481	4164.963398
482	4164.197671
483	4148.916791
484	4146.904558
485	4146.160594
486	4143.162778
487	4140.789764
488	4140.082262
489	4139.823711
490	4139.582081
491	4139.243562
492	4139.114114
493	4127.487936
494	4125.297655
495	4124.160429
496	4123.718183
497	4123.11932
498	4120.939209
499	4120.420571
500	4118.449832
501	4118.206109
502	4117.978853
503	4107.110633
504	4106.21728
505	4105.352425
506	4104.766441
507	4102.962965
508	4101.284191
509	4099.754534
510	4099.341044
511	4098.283809
512	4097.28324
513	4095.674592
514	4088.262842
515	4087.640926
516	4083.352538
517	4080.481251
518	4080.140547
519	4078.593695
520	4068.467558
521	4066.207354
522	4065.269077
523	4065.04962
524	4055.055601
525	4053.049649
526	4051.724308
527	4046.238763
528	4045.781502
529	4045.270187
530	4044.120801
531	4043.423477
532	4043.13429
533	4042.875301
534	4042.472392
535	4041.842497
536	4041.253152
537	4039.90018
538	4037.792055
539	4036.553129
540	4035.999056
541	4035.493246
542	4032.97154
543	4032.460636
544	4031.980979
545	4030.18921
546	4029.732622
547	4025.485225
548	4025.059352
549	4024.678361
550	4022.352899
551	4022.189602
552	4021.771223
553	4021.151795
554	4020.05626
555	4019.663276
556	4018.473652
557	4018.149203
558	4017.77846
559	4015.361071
560	4015.175846
561	4014.912627
562	4008.463883
563	4007.376434
564	4006.318926
565	4005.590294
566	4005.235288
567	4004.06939
568	3996.975131
569	3995.998926
570	3993.739501
571	3986.915757
572	3986.32621
573	3985.166049
574	3984.814243
575	3983.694547
576	3981.179022
577	3979.78365
578	3979.217822
579	3973.046521
580	3972.348671
581	3971.480558
582	3970.923211
583	3970.50134
584	3970.123876
585	3968.607071
586	3968.587192
587	3961.023361
588	3959.096086
589	3958.82147
590	3958.802846
591	3958.542711
592	3958.296068
593	3955.994342
594	3955.357693
595	3955.341662
596	3950.363478
597	3946.314617
598	3945.069062
599	3942.252346
600	3939.769083
601	3938.808511
602	3937.289401
603	3937.07724
604	3936.989716
605	3936.975493
606	3936.892881
607	3933.97189
608	3931.251212
609	3927.805226
610	3923.702049
611	3923.691444
612	3922.976769
613	3919.575375
614	3913.464792
615	3913.382342
616	3912.234917
617	3911.078287
618	3910.10914
619	3909.847662
620	3907.9884
621	3907.733664
622	3906.91166
623	3898.347341
624	3896.789771
625	3896.594666
626	3896.518238
627	3895.420948
628	3893.786371
629	3892.366225
630	3879.115723
631	3877.770404
632	3877.581159
633	3877.093538
634	3875.863019
635	3874.529367
636	3867.64221
637	3867.581848
638	3867.078211
639	3866.847652
640	3866.779135
641	3866.558768
642	3864.517325
643	3864.062054
644	3862.468711
645	3849.857382
646	3848.437053
647	3846.727439
648	3841.019583
649	3840.807385
650	3838.131198
651	3837.906449
652	3835.561768
653	3833.74173
654	3833.686706
655	3833.415456
656	3831.8138
657	3830.33073
658	3828.995797
659	3828.944715
660	3827.945491
661	3825.533089
662	3825.206871
663	3819.730394
664	3818.343438
665	3817.499665
666	3816.346282
667	3816.015551
668	3814.971215
669	3814.665301
670	3814.279374
671	3813.651467
672	3811.531133
673	3811.201689
674	3810.916047
675	3810.87527
676	3809.260414
677	3809.221512
678	3808.840718
679	3806.984935
680	3806.908799
681	3806.230203
682	3805.983724
683	3804.348199
684	3804.079779
685	3802.183707
686	3801.907313
687	3801.13304
688	3799.65539
689	3798.348343
690	3797.739263
691	3796.435884
692	3795.331976
693	3794.047734
694	3793.475592
695	3792.08303
696	3789.803748
697	3788.420731
698	3786.61842
699	3778.36688
700	3777.32757
701	3775.891925
702	3775.05114
703	3772.509667
704	3771.080271
705	3770.538868
706	3769.318664
707	3767.902901
708	3767.873194
709	3765.003109
710	3764.138003
711	3762.524474
712	3762.489539
713	3762.455785
714	3760.224179
715	3760.192034
716	3760.160976
717	3758.313387
718	3758.282999
719	3757.854694
720	3757.825741
721	3756.557239
722	3755.498065
723	3753.930791
724	3748.828984
725	3748.147325
726	3748.117108
727	3747.289773
728	3746.365383
729	3744.428896
730	3743.533817
731	3742.8683
732	3741.77307
733	3741.080745
734	3740.685391
735	3739.054085
736	3737.625596
737	3737.600179
738	3736.584727
739	3736.217602
740	3734.902419
741	3734.381351
742	3727.367231
743	3726.450169
744	3725.654015
745	3720.249205
746	3718.729263
747	3718.332739
748	3716.521406
749	3714.736375
750	3713.696945
751	3712.856985
752	3711.756479
753	3710.963504
754	3709.725184
755	3707.762841
756	3706.924971
757	3705.873809
758	3705.478086
759	3698.739784
760	3696.994388
761	3692.751065
762	3692.226281
763	3691.146965
764	3688.68931
765	3687.305782
766	3686.288091
767	3685.277485
768	3683.077458
769	3683.05242
770	3682.182291
771	3678.217693
772	3668.627343
773	3664.850571
774	3661.287972
775	3660.275001
776	3659.302083
777	3658.069926
778	3656.958622
779	3656.898573
780	3655.964554
781	3655.42868
782	3655.363435
783	3654.986996
784	3653.59334
785	3650.267931
786	3649.431578
787	3648.857057
788	3648.013792
789	3647.502522
790	3647.133546
791	3645.439372
792	3643.50258
793	3638.478315
794	3633.181064
795	3627.37665
796	3626.525768
797	3625.645802
798	3624.849846
799	3624.827185
800	3623.566162
801	3622.626633
802	3621.630883
803	3619.890911
804	3613.975541
805	3613.172924
806	3612.422473
807	3612.399961
808	3609.348464
809	3609.048127
810	3608.120196
811	3605.298074
812	3603.905696
813	3603.176974
814	3602.413065
815	3601.502404
816	3601.48016
817	3598.880708
818	3597.112887
819	3596.038694
820	3595.607621
821	3592.699117
822	3591.707254
823	3590.435993
824	3589.706724
825	3588.857846
826	3588.838218
827	3587.19209
828	3585.717821
829	3584.735725
830	3583.378744
831	3581.709653
832	3580.966069
833	3580.389436
834	3578.471538
835	3578.21938
836	3578.20182
837	3577.036665
838	3576.36843
839	3576.104409
840	3576.087641
841	3575.843422
842	3573.879682
843	3572.471258
844	3572.455606
845	3571.630991
846	3571.615826
847	3570.81723
848	3568.725044
849	3567.757826
850	3567.742744
851	3567.728171
852	3567.714092
853	3566.626252
854	3566.612778
855	3566.335634
856	3565.720624
857	3563.721674
858	3561.921692
859	3560.368571
860	3559.40541
861	3558.636336
862	3556.679999
863	3552.216341
864	3552.2026
865	3550.070009
866	3549.373285
867	3546.997774
868	3546.212278
869	3545.908863
870	3545.255999
871	3543.856554
872	3542.085971
873	3541.848822
874	3536.965239
875	3535.99732
876	3535.825324
877	3535.105026
878	3534.49637
879	3534.233292
880	3533.555004
881	3528.17454
882	3525.868037
883	3525.712329
884	3525.513555
885	3524.951987
886	3523.707267
887	3521.464989
888	3521.123405
889	3520.840528
890	3519.719722
891	3518.833191
892	3518.305083
893	3517.420688
894	3516.73595
895	3516.587113
896	3516.460558
897	3516.27607
898	3514.783788
899	3510.234134
900	3509.384122
901	3508.710846
902	3491.916567
903	3490.614989
904	3488.818494
905	3488.044597
906	3482.868721
907	3481.894649
908	3481.638048
909	3481.480621
910	3481.284936
911	3480.936956
912	3477.276137
913	3477.009639
914	3476.511421
915	3476.04571
916	3474.970423
917	3474.826056
918	3474.682901
919	3474.190239
920	3473.757146
921	3472.612414
922	3471.995219
923	3471.864358
924	3470.828622
925	3469.973897
926	3469.722895
927	3467.866092
928	3465.134347
929	3463.506541
930	3462.686152
931	3458.968679
932	3458.157796
933	3449.985271
934	3449.411487
935	3444.794678
936	3444.779237
937	3442.209339
938	3441.861518
939	3438.41577
940	3438.337133
941	3437.630242
942	3437.615944
943	3437.117811
944	3437.103506
945	3436.586859
946	3436.147839
947	3435.044394
948	3433.723683
949	3433.497502
950	3433.464199
951	3432.666006
952	3432.516187
953	3432.290401
954	3431.695427
955	3431.128214
956	3429.906453
957	3429.369121
958	3429.056037
959	3428.363167
960	3427.795556
961	3425.379687
962	3425.047456
963	3423.663893
964	3423.323162
965	3422.09854
966	3420.447559
967	3419.044789
968	3418.740978
969	3417.439788
970	3417.300017
971	3416.36292
972	3415.786771
973	3414.647977
974	3398.008006
975	3397.128244
976	3396.451758
977	3394.447536
978	3393.637432
979	3393.427521
980	3393.023279
981	3392.564273
982	3392.197839
983	3391.804269
984	3389.747727
985	3388.638413
986	3388.180503
987	3388.049997
988	3387.612796
989	3387.321886
990	3386.969867
991	3386.270362
992	3385.561901
993	3384.588505
994	3384.291552
995	3383.252121
996	3382.751895
997	3381.113609
998	3380.1466
999	3378.234242
