id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawled_at
79.29,https://www.vivareal.com.br/imovel/lote-terreno-bacacheri-bairros-curitiba-773m2-aluguel-RS3000-id-2236985619/,"Lote/Terreno para Aluguel, 773m²","Rua Paraguai, 377 - Bacacheri, Curitiba - PR",773,-- Quarto,-- Banheiro,-- Vaga,Frente para o norte|Muro e grade|Energia elétrica|Rede de água e esgoto|Plano,R$ 3.000 /mês,,2021-06-17 12:05
79.30,https://www.vivareal.com.br/imovel/galpao-deposito-armazem-guabirotuba-bairros-curitiba-com-garagem-395m2-aluguel-RS3000-id-2427755709/,"Galpão/Depósito/Armazém para Aluguel, 395m²","Rua Miguel Bakum - Guabirotuba, Curitiba - PR",395,-- Quarto,3 Banheiros,10 Vagas,Estacionamento para visitantes|Muro e grade|Copa|Entrada para caminhões,R$ 3.000 /mês,,2021-06-17 12:05
79.31,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bigorrilho-bairros-curitiba-25m2-aluguel-RS1500-id-2482345087/,"Apartamento com Quarto para Aluguel, 25m²","Alameda Júlia da Costa, 911 - Bigorrilho, Curitiba - PR",25,1 Quarto,1 Banheiro,-- Vaga,Mobiliado|Churrasqueira|Elevador|Condomínio fechado|Ar-condicionado,R$ 1.500 /mês,R$ 250,2021-06-17 12:05
79.32,https://www.vivareal.com.br/imovel/cobertura-6-quartos-bigorrilho-bairros-curitiba-com-garagem-350m2-aluguel-RS11600-id-2387985482/,"Apartamento com 6 Quartos para Aluguel, 350m²","Rua Padre Anchieta - Bigorrilho, Curitiba - PR",350,6 Quartos,4 Banheiros,2 Vagas,Mobiliado|Churrasqueira|Varanda|Elevador|Playground,R$ 11.600 /mês,R$ 1.192,2021-06-17 12:05
79.33,https://www.vivareal.com.br/imovel/sala-comercial-juveve-bairros-curitiba-com-garagem-45m2-aluguel-RS1680-id-2515946846/,"Sala/Conjunto para Aluguel, 45m²","Rua Alberto Folloni, 244 - Juvevê, Curitiba - PR",45,-- Quarto,1 Banheiro,1 Vaga,,R$ 1.680 /mês,,2021-06-17 12:05
79.34,https://www.vivareal.com.br/imovel/ponto-comercial-cabral-bairros-curitiba-360m2-aluguel-RS27000-id-2521193287/,"Ponto comercial/Loja/Box para Aluguel, 360m²","Avenida Munhoz da Rocha, 921 - Cabral, Curitiba - PR",360,-- Quarto,-- Banheiro,-- Vaga,Ar-condicionado|Estacionamento|Acesso para deficientes,R$ 27.000 /mês,,2021-06-17 12:05
79.35,https://www.vivareal.com.br/imovel/sala-comercial-alto-da-rua-xv-bairros-curitiba-com-garagem-15m2-aluguel-RS1200-id-2519586577/,"Sala/Conjunto para Aluguel, 15m²","Rua Atílio Bório, 1177 - Alto da Rua XV, Curitiba - PR",15,-- Quarto,3 Banheiros,1 Vaga,,R$ 1.200 /mês,,2021-06-17 12:05
79.36,,WORKSPACE BRIGADEIRO,"Rua Emiliano Perneta, 822 - Centro, Curitiba - PR",38-404,-- Quarto,1 Banheiro,-- Vaga,,R$ 368.092,,2021-06-17 12:05
79.37,,Manhattan Tower,"Rua André de Barros, 419 - Centro, Curitiba - PR",19-34,1 Quarto,1 Banheiro,-- Vaga,,R$ 159.900,,2021-06-17 12:05
79.38,,Brickell One,"Avenida Silva Jardim, 893 - Rebouças, Curitiba - PR",18-19,1 Quarto,1 Banheiro,-- Vaga,,R$ 194.365,,2021-06-17 12:05
79.39,,,,,,,,,,,2021-06-17 12:05
79.40,,,,,,,,,,,2021-06-17 12:05
79.41,,,,,,,,,,,2021-06-17 12:05
79.42,,,,,,,,,,,2021-06-17 12:05
79.43,,,,,,,,,,,2021-06-17 12:05
79.44,,"Apartamento com Quarto para Aluguel, 25m²","Alameda Júlia da Costa, 911 - Bigorrilho, Curitiba - PR",25,1 Quarto,1 Banheiro,-- Vaga,,R$ 1.500 /mês,R$ 250,2021-06-17 12:05
79.45,,"Apartamento com Quarto para Aluguel, 28m²","Rua Nunes Machado, 79 - Centro, Curitiba - PR",28,1 Quarto,1 Banheiro,-- Vaga,,R$ 1.000 /mês,R$ 349,2021-06-17 12:05
79.46,,"Apartamento com Quarto para Aluguel, 34m²","Rua Emiliano Perneta, 500 - Centro, Curitiba - PR",34,1 Quarto,1 Banheiro,-- Vaga,,R$ 1.250 /mês,R$ 300,2021-06-17 12:05
79.47,,,,,,,,,,,2021-06-17 12:05
79.48,,,,,,,,,,,2021-06-17 12:05
79.49,,,,,,,,,,,2021-06-17 12:05
79.50,,,,,,,,,,,2021-06-17 12:05
79.51,,,,,,,,,,,2021-06-17 12:05
80.0,https://www.vivareal.com.br/imovel/9-quartos-hugo-lange-bairros-curitiba-com-garagem-142m2-aluguel-RS2950-id-2488018884/,"Casa com 9 Quartos para Aluguel, 142m²","Rua Presidente Rodrigo Otávio, 1070 - Hugo Lange, Curitiba - PR",142,9 Quartos,3 Banheiros,2 Vagas,Mobiliado|Ar-condicionado|Aceita animais,R$ 2.950 /mês,,2021-06-17 12:05
80.1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-33m2-aluguel-RS2500-id-2520533693/,"Apartamento com Quarto para Aluguel, 33m²","Avenida Visconde de Guarapuava, 3806 - Centro, Curitiba - PR",33,1 Quarto,1 Banheiro,-- Vaga,Mobiliado|Piscina|Churrasqueira|Academia|Elevador,R$ 2.500 /mês,R$ 320,2021-06-17 12:05
80.2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-seminario-bairros-curitiba-com-garagem-65m2-aluguel-RS2100-id-2522357582/,"Apartamento com 3 Quartos para Aluguel, 65m²","Avenida Silva Jardim, 3733 - Seminário, Curitiba - PR",65,3 Quartos,2 Banheiros,1 Vaga,Mobiliado|Aceita animais|Portão eletrônico,R$ 2.100 /mês,R$ 390,2021-06-17 12:05
80.3,https://www.vivareal.com.br/imovel/sala-comercial-centro-bairros-curitiba-40m2-aluguel-RS800-id-2519569698/,"Sala/Conjunto para Aluguel, 40m²","Rua Voluntários da Pátria, 400 - Centro, Curitiba - PR",40,-- Quarto,6 Banheiros,-- Vaga,,R$ 800 /mês,,2021-06-17 12:05
80.4,https://www.vivareal.com.br/imovel/apartamento-1-quartos-juveve-bairros-curitiba-27m2-aluguel-RS1800-id-2522749678/,"Apartamento com Quarto para Aluguel, 27m²","Rua Manoel Eufrásio, 1231 - Juvevê, Curitiba - PR",27,1 Quarto,1 Banheiro,-- Vaga,Mobiliado|Piscina|Churrasqueira|Academia|Elevador,R$ 1.800 /mês,R$ 310,2021-06-17 12:05
80.5,https://www.vivareal.com.br/imovel/sala-comercial-centro-bairros-curitiba-com-garagem-218m2-aluguel-RS10500-id-2512561575/,"Sala/Conjunto para Aluguel, 218m²","Alameda Doutor Carlos de Carvalho, 555 - Centro, Curitiba - PR",218,-- Quarto,4 Banheiros,3 Vagas,,R$ 10.500 /mês,,2021-06-17 12:05
80.6,https://www.vivareal.com.br/imovel/ponto-comercial-1-quartos-pinheirinho-bairros-curitiba-220m2-aluguel-RS2700-id-2523128975/,"Ponto comercial/Loja/Box com Quarto para Aluguel, 220m²","Rua Rubem Berta, 400 - Pinheirinho, Curitiba - PR",220,1 Quarto,2 Banheiros,-- Vaga,,R$ 2.700 /mês,,2021-06-17 12:05
80.7,https://www.vivareal.com.br/imovel/ponto-comercial-bigorrilho-bairros-curitiba-65m2-aluguel-RS5500-id-2520429390/,"Ponto comercial/Loja/Box para Aluguel, 65m²","Rua Padre Anchieta, 2050 - Bigorrilho, Curitiba - PR",65,-- Quarto,1 Banheiro,-- Vaga,Piscina|Academia|Elevador|Ar-condicionado|Jardim,R$ 5.500 /mês,,2021-06-17 12:05
80.8,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-161m2-aluguel-RS3500-id-2510171400/,"Apartamento com 3 Quartos para Aluguel, 161m²","Rua Vereador Garcia Rodrigues Velho, 234 - Cabral, Curitiba - PR",161,3 Quartos,4 Banheiros,2 Vagas,Churrasqueira|Elevador|Condomínio fechado|Ar-condicionado|Varanda gourmet,R$ 3.500 /mês,R$ 1.050,2021-06-17 12:05
80.9,https://www.vivareal.com.br/imovel/galpao-deposito-armazem-boqueirao-bairros-curitiba-com-garagem-800m2-aluguel-RS5500-id-2518713385/,"Galpão/Depósito/Armazém para Aluguel, 800m²","Rua Canal Belém, 6420 - Boqueirão, Curitiba - PR",800,-- Quarto,3 Banheiros,40 Vagas,Ar-condicionado|Cozinha|Estacionamento|Acesso para deficientes|Entrada para caminhões,R$ 5.500 /mês,,2021-06-17 12:05
80.10,https://www.vivareal.com.br/imovel/1-quartos-sao-francisco-bairros-curitiba-com-garagem-43m2-aluguel-RS1200-id-2517120392/,"Casa com Quarto para Aluguel, 43m²","Rua Duque de Caxias, 627 - São Francisco, Curitiba - PR",43,1 Quarto,3 Banheiros,1 Vaga,Jardim|Coworking|Portão eletrônico,R$ 1.200 /mês,R$ 280,2021-06-17 12:05
80.11,https://www.vivareal.com.br/imovel/galpao-deposito-armazem-uberaba-bairros-curitiba-2300m2-aluguel-RS18400-id-2523113167/,"Galpão/Depósito/Armazém para Aluguel, 2300m²","Avenida Senador Salgado Filho, 5914 - Uberaba, Curitiba - PR",2300,-- Quarto,8 Banheiros,-- Vaga,Ar-condicionado|Cozinha|Estacionamento|Portão eletrônico|Refeitório,R$ 18.400 /mês,,2021-06-17 12:05
80.12,https://www.vivareal.com.br/imovel/casa-5-quartos-bigorrilho-bairros-curitiba-com-garagem-567m2-aluguel-RS6500-id-2520864921/,"Casa com 5 Quartos para Aluguel, 567m²","Largo Pedro Deconto, 175 - Bigorrilho, Curitiba - PR",567,5 Quartos,7 Banheiros,6 Vagas,Mobiliado|Ar-condicionado|Aceita animais|Closet|Lareira,R$ 6.500 /mês,,2021-06-17 12:05
80.13,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-52m2-aluguel-RS2990-id-2504156182/,"Apartamento com 2 Quartos para Aluguel, 52m²","Alameda Júlia da Costa, 911 - Bigorrilho, Curitiba - PR",52,2 Quartos,2 Banheiros,1 Vaga,Mobiliado|Churrasqueira|Elevador|Condomínio fechado|Ar-condicionado,R$ 2.990 /mês,R$ 670,2021-06-17 12:05
80.14,https://www.vivareal.com.br/imovel/predio-comercial-12-quartos-centro-bairros-curitiba-1250m2-aluguel-RS49500-id-2513099879/,"Prédio/Edifício inteiro com 12 Quartos para Aluguel, 1250m²","Rua Marechal Deodoro, 665 - Centro, Curitiba - PR",1250,12 Quartos,7 Banheiros,-- Vaga,,R$ 49.500 /mês,,2021-06-17 12:05
80.15,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-34m2-aluguel-RS1300-id-2518735856/,"Apartamento com Quarto para Aluguel, 34m²","Avenida Sete de Setembro, 3000 - Centro, Curitiba - PR",34,1 Quarto,1 Banheiro,-- Vaga,Mobiliado|Piscina|Churrasqueira|Academia|Elevador,R$ 1.300 /mês,R$ 300,2021-06-17 12:05
80.16,https://www.vivareal.com.br/imovel/flat-1-quartos-centro-bairros-curitiba-30m2-aluguel-RS1290-id-2481525774/,"Flat com Quarto para Aluguel, 30m²","Alameda Júlia da Costa, 340 - Centro, Curitiba - PR",30,1 Quarto,1 Banheiro,-- Vaga,,R$ 1.290 /mês,R$ 660,2021-06-17 12:05
80.17,https://www.vivareal.com.br/imovel/sala-comercial-centro-bairros-curitiba-39m2-aluguel-RS1500-id-2498365533/,"Sala/Conjunto para Aluguel, 39m²","Rua Zeila Moura dos Santos, 101 - Centro, Curitiba - PR",39,-- Quarto,1 Banheiro,-- Vaga,,R$ 1.500 /mês,,2021-06-17 12:05
80.18,https://www.vivareal.com.br/imovel/apartamento-1-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-37m2-aluguel-RS1250-id-2502734890/,"Apartamento com Quarto para Aluguel, 37m²","Rua do Herval, 142 - Alto da Rua XV, Curitiba - PR",37,1 Quarto,1 Banheiro,1 Vaga,Mobiliado|Elevador|Portaria 24h,R$ 1.250 /mês,R$ 200,2021-06-17 12:05
80.19,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bigorrilho-bairros-curitiba-com-garagem-25m2-aluguel-RS1550-id-2519469117/,"Apartamento com Quarto para Aluguel, 25m²","Alameda Júlia da Costa, 911 - Bigorrilho, Curitiba - PR",25,1 Quarto,1 Banheiro,1 Vaga,Mobiliado|Churrasqueira|Elevador|Ar-condicionado|Espaço gourmet,R$ 1.550 /mês,R$ 250,2021-06-17 12:05
80.20,https://www.vivareal.com.br/imovel/sala-comercial-centro-bairros-curitiba-32m2-aluguel-RS900-id-2522127629/,"Sala/Conjunto para Aluguel, 32m²","Rua André de Barros, 226 - Centro, Curitiba - PR",32,-- Quarto,1 Banheiro,-- Vaga,,R$ 900 /mês,,2021-06-17 12:05
80.21,https://www.vivareal.com.br/imovel/ponto-comercial-parolin-bairros-curitiba-com-garagem-750m2-aluguel-RS7000-id-2427670946/,"Ponto comercial/Loja/Box para Aluguel, 750m²","Rua Alferes Poli - Parolin, Curitiba - PR",750,-- Quarto,7 Banheiros,1 Vaga,Escritório|Sala grande|Acesso para deficientes|Ambientes integrados|Andar inteiro,R$ 7.000 /mês,,2021-06-17 12:05
80.22,https://www.vivareal.com.br/imovel/apartamento-1-quartos-reboucas-bairros-curitiba-17m2-aluguel-RS1250-id-2466664081/,"Apartamento com Quarto para Aluguel, 17m²","Rua Doutor Reynaldo Machado, 1340 - Rebouças, Curitiba - PR",17,1 Quarto,1 Banheiro,-- Vaga,Mobiliado|Academia|Elevador|Condomínio fechado|Bicicletário,R$ 1.250 /mês,,2021-06-17 12:05
80.23,https://www.vivareal.com.br/imovel/apartamento-2-quartos-hauer-bairros-curitiba-com-garagem-66m2-aluguel-RS2473-id-2519619376/,"Apartamento com 2 Quartos para Aluguel, 66m²","Avenida Marechal Floriano Peixoto, 6438 - Hauer, Curitiba - PR",66,2 Quartos,2 Banheiros,1 Vaga,Mobiliado|Condomínio fechado|Cozinha americana|Portão eletrônico,R$ 2.473 /mês,R$ 165,2021-06-17 12:05
80.24,https://www.vivareal.com.br/imovel/kitnet-1-quartos-centro-bairros-curitiba-30m2-aluguel-RS1100-id-2516896714/,"Apartamento com Quarto para Aluguel, 30m²","Rua Barão do Rio Branco, 573 - Centro, Curitiba - PR",30,1 Quarto,1 Banheiro,-- Vaga,,R$ 1.100 /mês,R$ 275,2021-06-17 12:05
80.25,https://www.vivareal.com.br/imovel/ponto-comercial-centro-bairros-curitiba-185m2-aluguel-RS9900-id-2518685319/,"Ponto comercial/Loja/Box para Aluguel, 185m²","Rua Voluntários da Pátria, 57 - Centro, Curitiba - PR",185,-- Quarto,2 Banheiros,-- Vaga,,R$ 9.900 /mês,,2021-06-17 12:05
80.26,https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-111m2-aluguel-RS3500-id-2520554220/,"Apartamento com 2 Quartos para Aluguel, 111m²","Rua Buenos Aires, 492 - Batel, Curitiba - PR",111,2 Quartos,2 Banheiros,2 Vagas,Mobiliado|Churrasqueira|Academia|Elevador|Condomínio fechado,R$ 3.500 /mês,R$ 950,2021-06-17 12:05
80.27,https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-183m2-aluguel-RS4500-id-2520263308/,"Apartamento com 4 Quartos para Aluguel, 183m²","Rua Chichorro Júnior, 143 - Cabral, Curitiba - PR",183,4 Quartos,4 Banheiros,2 Vagas,Churrasqueira|Academia|Playground|Salão de festas|Quadra poliesportiva,R$ 4.500 /mês,R$ 1.200,2021-06-17 12:05
80.28,https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-68m2-aluguel-RS1500-id-2521131043/,"Apartamento com 3 Quartos para Aluguel, 68m²","Rua Nelson Ferreira da Luz, 400 - Campo Comprido, Curitiba - PR",68,3 Quartos,2 Banheiros,1 Vaga,Mobiliado|Condomínio fechado|Aceita animais|Playground|Quadra poliesportiva,R$ 1.500 /mês,R$ 370,2021-06-17 12:05
80.29,https://www.vivareal.com.br/imovel/lote-terreno-bacacheri-bairros-curitiba-773m2-aluguel-RS3000-id-2236985619/,"Lote/Terreno para Aluguel, 773m²","Rua Paraguai, 377 - Bacacheri, Curitiba - PR",773,-- Quarto,-- Banheiro,-- Vaga,Frente para o norte|Muro e grade|Energia elétrica|Rede de água e esgoto|Plano,R$ 3.000 /mês,,2021-06-17 12:05
80.30,https://www.vivareal.com.br/imovel/galpao-deposito-armazem-guabirotuba-bairros-curitiba-com-garagem-395m2-aluguel-RS3000-id-2427755709/,"Galpão/Depósito/Armazém para Aluguel, 395m²","Rua Miguel Bakum - Guabirotuba, Curitiba - PR",395,-- Quarto,3 Banheiros,10 Vagas,Estacionamento para visitantes|Muro e grade|Copa|Entrada para caminhões,R$ 3.000 /mês,,2021-06-17 12:05
80.31,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bigorrilho-bairros-curitiba-25m2-aluguel-RS1500-id-2482345087/,"Apartamento com Quarto para Aluguel, 25m²","Alameda Júlia da Costa, 911 - Bigorrilho, Curitiba - PR",25,1 Quarto,1 Banheiro,-- Vaga,Mobiliado|Churrasqueira|Elevador|Condomínio fechado|Ar-condicionado,R$ 1.500 /mês,R$ 250,2021-06-17 12:05
80.32,https://www.vivareal.com.br/imovel/cobertura-6-quartos-bigorrilho-bairros-curitiba-com-garagem-350m2-aluguel-RS11600-id-2387985482/,"Apartamento com 6 Quartos para Aluguel, 350m²","Rua Padre Anchieta - Bigorrilho, Curitiba - PR",350,6 Quartos,4 Banheiros,2 Vagas,Mobiliado|Churrasqueira|Varanda|Elevador|Playground,R$ 11.600 /mês,R$ 1.192,2021-06-17 12:05
80.33,https://www.vivareal.com.br/imovel/sala-comercial-juveve-bairros-curitiba-com-garagem-45m2-aluguel-RS1680-id-2515946846/,"Sala/Conjunto para Aluguel, 45m²","Rua Alberto Folloni, 244 - Juvevê, Curitiba - PR",45,-- Quarto,1 Banheiro,1 Vaga,,R$ 1.680 /mês,,2021-06-17 12:05
80.34,https://www.vivareal.com.br/imovel/ponto-comercial-cabral-bairros-curitiba-360m2-aluguel-RS27000-id-2521193287/,"Ponto comercial/Loja/Box para Aluguel, 360m²","Avenida Munhoz da Rocha, 921 - Cabral, Curitiba - PR",360,-- Quarto,-- Banheiro,-- Vaga,Ar-condicionado|Estacionamento|Acesso para deficientes,R$ 27.000 /mês,,2021-06-17 12:05
80.35,https://www.vivareal.com.br/imovel/sala-comercial-alto-da-rua-xv-bairros-curitiba-com-garagem-15m2-aluguel-RS1200-id-2519586577/,"Sala/Conjunto para Aluguel, 15m²","Rua Atílio Bório, 1177 - Alto da Rua XV, Curitiba - PR",15,-- Quarto,3 Banheiros,1 Vaga,,R$ 1.200 /mês,,2021-06-17 12:05
80.36,,WORKSPACE BRIGADEIRO,"Rua Emiliano Perneta, 822 - Centro, Curitiba - PR",38-404,-- Quarto,1 Banheiro,-- Vaga,,R$ 368.092,,2021-06-17 12:05
80.37,,Manhattan Tower,"Rua André de Barros, 419 - Centro, Curitiba - PR",19-34,1 Quarto,1 Banheiro,-- Vaga,,R$ 159.900,,2021-06-17 12:05
80.38,,Brickell One,"Avenida Silva Jardim, 893 - Rebouças, Curitiba - PR",18-19,1 Quarto,1 Banheiro,-- Vaga,,R$ 194.365,,2021-06-17 12:06
80.39,,,,,,,,,,,2021-06-17 12:06
80.40,,,,,,,,,,,2021-06-17 12:06
80.41,,,,,,,,,,,2021-06-17 12:06
80.42,,,,,,,,,,,2021-06-17 12:06
80.43,,,,,,,,,,,2021-06-17 12:06
80.44,,"Apartamento com Quarto para Aluguel, 25m²","Alameda Júlia da Costa, 911 - Bigorrilho, Curitiba - PR",25,1 Quarto,1 Banheiro,-- Vaga,,R$ 1.500 /mês,R$ 250,2021-06-17 12:06
80.45,,"Apartamento com Quarto para Aluguel, 28m²","Rua Nunes Machado, 79 - Centro, Curitiba - PR",28,1 Quarto,1 Banheiro,-- Vaga,,R$ 1.000 /mês,R$ 349,2021-06-17 12:06
80.46,,"Apartamento com Quarto para Aluguel, 34m²","Rua Emiliano Perneta, 500 - Centro, Curitiba - PR",34,1 Quarto,1 Banheiro,-- Vaga,,R$ 1.250 /mês,R$ 300,2021-06-17 12:06
80.47,,,,,,,,,,,2021-06-17 12:06
80.48,,,,,,,,,,,2021-06-17 12:06
80.49,,,,,,,,,,,2021-06-17 12:06
80.50,,,,,,,,,,,2021-06-17 12:06
80.51,,,,,,,,,,,2021-06-17 12:06
81.0,https://www.vivareal.com.br/imovel/9-quartos-hugo-lange-bairros-curitiba-com-garagem-142m2-aluguel-RS2950-id-2488018884/,"Casa com 9 Quartos para Aluguel, 142m²","Rua Presidente Rodrigo Otávio, 1070 - Hugo Lange, Curitiba - PR",142,9 Quartos,3 Banheiros,2 Vagas,Mobiliado|Ar-condicionado|Aceita animais,R$ 2.950 /mês,,2021-06-17 12:06
81.1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-33m2-aluguel-RS2500-id-2520533693/,"Apartamento com Quarto para Aluguel, 33m²","Avenida Visconde de Guarapuava, 3806 - Centro, Curitiba - PR",33,1 Quarto,1 Banheiro,-- Vaga,Mobiliado|Piscina|Churrasqueira|Academia|Elevador,R$ 2.500 /mês,R$ 320,2021-06-17 12:06
81.2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-seminario-bairros-curitiba-com-garagem-65m2-aluguel-RS2100-id-2522357582/,"Apartamento com 3 Quartos para Aluguel, 65m²","Avenida Silva Jardim, 3733 - Seminário, Curitiba - PR",65,3 Quartos,2 Banheiros,1 Vaga,Mobiliado|Aceita animais|Portão eletrônico,R$ 2.100 /mês,R$ 390,2021-06-17 12:06
81.3,https://www.vivareal.com.br/imovel/sala-comercial-centro-bairros-curitiba-40m2-aluguel-RS800-id-2519569698/,"Sala/Conjunto para Aluguel, 40m²","Rua Voluntários da Pátria, 400 - Centro, Curitiba - PR",40,-- Quarto,6 Banheiros,-- Vaga,,R$ 800 /mês,,2021-06-17 12:06
81.4,https://www.vivareal.com.br/imovel/apartamento-1-quartos-juveve-bairros-curitiba-27m2-aluguel-RS1800-id-2522749678/,"Apartamento com Quarto para Aluguel, 27m²","Rua Manoel Eufrásio, 1231 - Juvevê, Curitiba - PR",27,1 Quarto,1 Banheiro,-- Vaga,Mobiliado|Piscina|Churrasqueira|Academia|Elevador,R$ 1.800 /mês,R$ 310,2021-06-17 12:06
81.5,https://www.vivareal.com.br/imovel/sala-comercial-centro-bairros-curitiba-com-garagem-218m2-aluguel-RS10500-id-2512561575/,"Sala/Conjunto para Aluguel, 218m²","Alameda Doutor Carlos de Carvalho, 555 - Centro, Curitiba - PR",218,-- Quarto,4 Banheiros,3 Vagas,,R$ 10.500 /mês,,2021-06-17 12:06
81.6,https://www.vivareal.com.br/imovel/ponto-comercial-1-quartos-pinheirinho-bairros-curitiba-220m2-aluguel-RS2700-id-2523128975/,"Ponto comercial/Loja/Box com Quarto para Aluguel, 220m²","Rua Rubem Berta, 400 - Pinheirinho, Curitiba - PR",220,1 Quarto,2 Banheiros,-- Vaga,,R$ 2.700 /mês,,2021-06-17 12:06
81.7,https://www.vivareal.com.br/imovel/ponto-comercial-bigorrilho-bairros-curitiba-65m2-aluguel-RS5500-id-2520429390/,"Ponto comercial/Loja/Box para Aluguel, 65m²","Rua Padre Anchieta, 2050 - Bigorrilho, Curitiba - PR",65,-- Quarto,1 Banheiro,-- Vaga,Piscina|Academia|Elevador|Ar-condicionado|Jardim,R$ 5.500 /mês,,2021-06-17 12:06
81.8,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-161m2-aluguel-RS3500-id-2510171400/,"Apartamento com 3 Quartos para Aluguel, 161m²","Rua Vereador Garcia Rodrigues Velho, 234 - Cabral, Curitiba - PR",161,3 Quartos,4 Banheiros,2 Vagas,Churrasqueira|Elevador|Condomínio fechado|Ar-condicionado|Varanda gourmet,R$ 3.500 /mês,R$ 1.050,2021-06-17 12:06
81.9,https://www.vivareal.com.br/imovel/galpao-deposito-armazem-boqueirao-bairros-curitiba-com-garagem-800m2-aluguel-RS5500-id-2518713385/,"Galpão/Depósito/Armazém para Aluguel, 800m²","Rua Canal Belém, 6420 - Boqueirão, Curitiba - PR",800,-- Quarto,3 Banheiros,40 Vagas,Ar-condicionado|Cozinha|Estacionamento|Acesso para deficientes|Entrada para caminhões,R$ 5.500 /mês,,2021-06-17 12:06
81.10,https://www.vivareal.com.br/imovel/1-quartos-sao-francisco-bairros-curitiba-com-garagem-43m2-aluguel-RS1200-id-2517120392/,"Casa com Quarto para Aluguel, 43m²","Rua Duque de Caxias, 627 - São Francisco, Curitiba - PR",43,1 Quarto,3 Banheiros,1 Vaga,Jardim|Coworking|Portão eletrônico,R$ 1.200 /mês,R$ 280,2021-06-17 12:06
81.11,https://www.vivareal.com.br/imovel/galpao-deposito-armazem-uberaba-bairros-curitiba-2300m2-aluguel-RS18400-id-2523113167/,"Galpão/Depósito/Armazém para Aluguel, 2300m²","Avenida Senador Salgado Filho, 5914 - Uberaba, Curitiba - PR",2300,-- Quarto,8 Banheiros,-- Vaga,Ar-condicionado|Cozinha|Estacionamento|Portão eletrônico|Refeitório,R$ 18.400 /mês,,2021-06-17 12:06
81.12,https://www.vivareal.com.br/imovel/flat-1-quartos-centro-bairros-curitiba-30m2-aluguel-RS1290-id-2481525774/,"Flat com Quarto para Aluguel, 30m²","Alameda Júlia da Costa, 340 - Centro, Curitiba - PR",30,1 Quarto,1 Banheiro,-- Vaga,,R$ 1.290 /mês,R$ 660,2021-06-17 12:06
81.13,https://www.vivareal.com.br/imovel/casa-5-quartos-bigorrilho-bairros-curitiba-com-garagem-567m2-aluguel-RS6500-id-2520864921/,"Casa com 5 Quartos para Aluguel, 567m²","Largo Pedro Deconto, 175 - Bigorrilho, Curitiba - PR",567,5 Quartos,7 Banheiros,6 Vagas,Mobiliado|Ar-condicionado|Aceita animais|Closet|Lareira,R$ 6.500 /mês,,2021-06-17 12:06
81.14,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-52m2-aluguel-RS2990-id-2504156182/,"Apartamento com 2 Quartos para Aluguel, 52m²","Alameda Júlia da Costa, 911 - Bigorrilho, Curitiba - PR",52,2 Quartos,2 Banheiros,1 Vaga,Mobiliado|Churrasqueira|Elevador|Condomínio fechado|Ar-condicionado,R$ 2.990 /mês,R$ 670,2021-06-17 12:06
81.15,https://www.vivareal.com.br/imovel/predio-comercial-12-quartos-centro-bairros-curitiba-1250m2-aluguel-RS49500-id-2513099879/,"Prédio/Edifício inteiro com 12 Quartos para Aluguel, 1250m²","Rua Marechal Deodoro, 665 - Centro, Curitiba - PR",1250,12 Quartos,7 Banheiros,-- Vaga,,R$ 49.500 /mês,,2021-06-17 12:06
81.16,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-34m2-aluguel-RS1300-id-2518735856/,"Apartamento com Quarto para Aluguel, 34m²","Avenida Sete de Setembro, 3000 - Centro, Curitiba - PR",34,1 Quarto,1 Banheiro,-- Vaga,Mobiliado|Piscina|Churrasqueira|Academia|Elevador,R$ 1.300 /mês,R$ 300,2021-06-17 12:06
81.17,https://www.vivareal.com.br/imovel/sala-comercial-centro-bairros-curitiba-39m2-aluguel-RS1500-id-2498365533/,"Sala/Conjunto para Aluguel, 39m²","Rua Zeila Moura dos Santos, 101 - Centro, Curitiba - PR",39,-- Quarto,1 Banheiro,-- Vaga,,R$ 1.500 /mês,,2021-06-17 12:06
