,mape,r2,mape_train,r2_train
linear_regression,1.357544859807773,0.10380458344934351,1.3625487288852154,0.15826020178311084
random_forest,0.6698492347673289,0.7092762966411283,0.7103326637616617,0.6742244589240147
xgboost,0.551367831520483,0.7134192486848203,0.5065515652033882,0.9400834749247095
catboost,0.5967542187104041,0.6124197190097231,0.5345975612681197,0.8438825435580779
