iter	RMSE
479	4522.99627
480	4522.815843
481	4518.431554
482	4515.003509
483	4512.496545
484	4511.720597
485	4508.00373
486	4507.67495
487	4507.37215
488	4507.294099
489	4503.401105
490	4502.850328
491	4499.221254
492	4497.249221
493	4493.699424
494	4492.859661
495	4492.106197
496	4488.219612
497	4487.618713
498	4483.125609
499	4479.54555
500	4477.859013
501	4472.025144
502	4471.456046
503	4469.720133
504	4466.415965
505	4465.860352
506	4462.794146
507	4458.7598
508	4455.869732
509	4452.662613
510	4450.052845
511	4448.74217
512	4448.608071
513	4448.476579
514	4445.423393
515	4444.914876
516	4444.416873
517	4442.332886
518	4438.74974
519	4438.272739
520	4436.359631
521	4435.98266
522	4435.176205
523	4432.361176
524	4429.108205
525	4426.991681
526	4424.124846
527	4421.416424
528	4418.647307
529	4417.638856
530	4417.520647
531	4417.173033
532	4416.722618
533	4414.977971
534	4413.01879
535	4408.28596
536	4407.845114
537	4405.547275
538	4403.025803
539	4402.222736
540	4398.863602
541	4398.429816
542	4396.106894
543	4395.008554
544	4388.955179
545	4386.644679
546	4382.842444
547	4382.550303
548	4382.050532
549	4379.962359
550	4378.522887
551	4376.636422
552	4374.902195
553	4373.774164
554	4372.783503
555	4371.573728
556	4369.67789
557	4368.811739
558	4367.251078
559	4366.677447
560	4365.251129
561	4363.558149
562	4362.919876
563	4361.265578
564	4360.3736
565	4359.895739
566	4358.573844
567	4357.807597
568	4357.126644
569	4356.535103
570	4355.006353
571	4354.666981
572	4354.147622
573	4353.691108
574	4352.442791
575	4352.040305
576	4351.68646
577	4350.229064
578	4349.918788
579	4349.470557
580	4349.19766
581	4348.957659
582	4348.746562
583	4347.404742
584	4345.269755
585	4345.08377
586	4344.920125
587	4341.501639
588	4341.15561
589	4338.560173
590	4337.490313
591	4337.344457
592	4335.353747
593	4334.568086
594	4334.439116
595	4332.912206
596	4330.985928
597	4329.010365
598	4328.898303
599	4325.922885
600	4325.881654
601	4323.885606
602	4323.493021
603	4323.132405
604	4320.925402
605	4318.340661
606	4317.589898
607	4314.98084
608	4312.609436
609	4312.02008
610	4310.271505
611	4309.596933
612	4309.15024
613	4307.037603
614	4306.712026
615	4306.137583
616	4305.838872
617	4305.202798
618	4305.157306
619	4304.879908
620	4302.999474
621	4302.749605
622	4302.355047
623	4302.321167
624	4301.809822
625	4301.585303
626	4301.378239
627	4301.187123
628	4298.006635
629	4297.963815
630	4297.787287
631	4297.747643
632	4297.536498
633	4295.513538
634	4294.620287
635	4294.173676
636	4294.002939
637	4293.964212
638	4291.802224
639	4290.314791
640	4289.406517
641	4288.599504
642	4287.2394
643	4287.009892
644	4285.651324
645	4285.624458
646	4285.154251
647	4284.994476
648	4284.401738
649	4284.362688
650	4283.825921
651	4283.788974
652	4283.36025
653	4283.140696
654	4282.991167
655	4282.955939
656	4282.817457
657	4281.246111
658	4281.119843
659	4281.085284
660	4280.77106
661	4280.739468
662	4280.622443
663	4279.433783
664	4277.538046
665	4277.427241
666	4277.324415
667	4277.228933
668	4277.140215
669	4275.645317
670	4273.653342
671	4272.221779
672	4270.611263
673	4270.317005
674	4270.218928
675	4270.16089
676	4269.86407
677	4269.802137
678	4269.628012
679	4267.854736
680	4267.825442
681	4267.61266
682	4265.957474
683	4265.865975
684	4264.674766
685	4264.539146
686	4263.83507
687	4263.413631
688	4263.325266
689	4263.050655
690	4262.967946
691	4262.890956
692	4259.485737
693	4259.414561
694	4259.348275
695	4256.843732
696	4256.577162
697	4254.286282
698	4253.984284
699	4253.921189
700	4253.535941
701	4253.478158
702	4251.445949
703	4250.145236
704	4249.343143
705	4249.28784
706	4246.982146
707	4246.931861
708	4246.763283
709	4246.511848
710	4246.434659
711	4246.212083
712	4244.779345
713	4244.701614
714	4242.110886
715	4241.884858
716	4240.901402
717	4240.667841
718	4240.616051
719	4238.166314
720	4238.120604
721	4236.703162
722	4235.257538
723	4235.22465
724	4235.184856
725	4232.947424
726	4232.836686
727	4232.40758
728	4230.904958
729	4229.522842
730	4228.947109
731	4228.71302
732	4228.655732
733	4228.470326
734	4226.190514
735	4225.261415
736	4224.788721
737	4224.563051
738	4223.308751
739	4223.238864
740	4221.989578
741	4220.275559
742	4219.922921
743	4218.799919
744	4216.41276
745	4214.846122
746	4212.509558
747	4212.389122
748	4209.809615
749	4209.236638
750	4209.202064
751	4208.676903
752	4206.783393
753	4204.891339
754	4203.311102
755	4203.271333
756	4202.01877
757	4200.639473
758	4198.981615
759	4198.916377
760	4198.898924
761	4198.882366
762	4198.821569
763	4198.788476
764	4197.591275
765	4197.531649
766	4196.447773
767	4196.08217
768	4194.72511
769	4194.709048
770	4194.693826
771	4193.881698
772	4193.07699
773	4192.513433
774	4191.748742
775	4191.554462
776	4188.8195
777	4188.763239
778	4186.998859
779	4186.054709
780	4185.550705
781	4185.502085
782	4185.034908
783	4184.849901
784	4184.654531
785	4184.115106
786	4183.798546
787	4183.076312
788	4182.647655
789	4182.593342
790	4182.415497
791	4181.609392
792	4180.538915
793	4179.526582
794	4179.476721
795	4178.115431
796	4177.774027
797	4175.316683
798	4174.044583
799	4173.373476
800	4172.586844
801	4171.755834
802	4169.399834
803	4167.870455
804	4167.711759
805	4167.430752
806	4165.56269
807	4164.554313
808	4163.879865
809	4163.314003
810	4162.510638
811	4161.170378
812	4160.996693
813	4159.581031
814	4158.995501
815	4157.780286
816	4157.459909
817	4155.941714
818	4154.513963
819	4153.110419
820	4152.244351
821	4151.529378
822	4151.367588
823	4150.580871
824	4149.415478
825	4148.884111
826	4148.309076
827	4147.674694
828	4146.602052
829	4146.031913
830	4145.504161
831	4143.236768
832	4141.746681
833	4141.223222
834	4141.216813
835	4139.9601
836	4139.326036
837	4137.256346
838	4136.722775
839	4136.367722
840	4134.854388
841	4133.731539
842	4132.901967
843	4131.247548
844	4129.752565
845	4129.272015
846	4128.803176
847	4127.93568
848	4127.464558
849	4126.74177
850	4125.905013
851	4125.854851
852	4125.551522
853	4124.603076
854	4123.4634
855	4122.567229
856	4121.62932
857	4121.53443
858	4120.654589
859	4120.605771
860	4120.127539
861	4119.077128
862	4118.114318
863	4117.142837
864	4116.728252
865	4115.880828
866	4114.338656
867	4113.011027
868	4112.776623
869	4111.376847
870	4110.519231
871	4109.713401
872	4109.690728
873	4108.985067
874	4108.626211
875	4107.998654
876	4106.487918
877	4106.087122
878	4104.901691
879	4102.575173
880	4102.556108
881	4101.795725
882	4100.941562
883	4100.806314
884	4100.216499
885	4099.54346
886	4099.405598
887	4098.170126
888	4096.846158
889	4096.637109
890	4096.576268
891	4095.784444
892	4093.797395
893	4089.547898
894	4088.476268
895	4088.286538
896	4087.114019
897	4086.577747
898	4086.069781
899	4084.774093
900	4084.026264
901	4082.819317
902	4078.860081
903	4078.469445
904	4078.041477
905	4074.34126
906	4073.874617
907	4072.384045
908	4071.036985
909	4069.816046
910	4069.386512
911	4065.919873
912	4064.793618
913	4063.761645
914	4062.860061
915	4061.914287
916	4060.583699
917	4059.221362
918	4055.931486
919	4052.847613
920	4051.347626
921	4048.465194
922	4045.789024
923	4043.200819
924	4040.636756
925	4039.154827
926	4036.860137
927	4035.870239
928	4034.216291
929	4031.936287
930	4031.450591
931	4029.617132
932	4028.495101
933	4026.47002
934	4025.980417
935	4023.796939
936	4022.952789
937	4022.04888
938	4020.239817
939	4019.870412
940	4018.228096
941	4017.410702
942	4016.480329
943	4014.98542
944	4014.632434
945	4013.690116
946	4013.523541
947	4013.366573
948	4012.247059
949	4011.452506
950	4010.748411
951	4009.761353
952	4009.233493
953	3997.061509
954	3986.0086
955	3985.463097
956	3984.806511
957	3983.818637
958	3983.311419
959	3982.285313
960	3982.078979
961	3981.609151
962	3980.477464
963	3980.03978
964	3979.588744
965	3969.529748
966	3968.767063
967	3968.184615
968	3967.641176
969	3966.782162
970	3965.999569
971	3965.652716
972	3965.200276
973	3964.073549
974	3963.689745
975	3954.553524
976	3954.449274
977	3953.784732
978	3953.268732
979	3952.253601
980	3951.534969
981	3950.939625
982	3950.471992
983	3950.374895
984	3949.92324
985	3949.392438
986	3948.884908
987	3947.841758
988	3947.213998
989	3946.821251
990	3945.957312
991	3945.145301
992	3944.767818
993	3943.899453
994	3943.094854
995	3942.278267
996	3941.187157
997	3940.837555
998	3940.581274
999	3940.098692
